Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,mean_duration,days_of_leaves,overtime_count
30,No,Travel_Rarely,Sales,5,4,Medical,145,2,Manufacturing Director,Single,54100,0.0,17,1,6.0,2,5,4,4,2.0,3.0,3.0,3,3,7.46411088799643,4,18
41,No,Travel_Rarely,Research & Development,7,3,Technical Degree,146,3,Research Scientist,Married,27820,1.0,14,0,10.0,2,10,0,7,2.0,1.0,3.0,2,3,6.411313029897367,8,0
28,No,Travel_Rarely,Research & Development,7,3,Medical,147,3,Healthcare Representative,Divorced,119570,1.0,13,0,10.0,2,10,1,8,3.0,1.0,3.0,2,3,5.869447791164659,13,0
25,Yes,Travel_Rarely,Research & Development,5,2,Life Sciences,148,3,Laboratory Technician,Married,26600,5.0,13,0,6.0,3,2,0,2,1.0,1.0,3.0,3,3,6.134392012494421,13,0
52,No,Travel_Rarely,Research & Development,26,2,Life Sciences,149,2,Sales Representative,Married,33750,2.0,21,0,28.0,2,5,0,4,4.0,3.0,3.0,2,4,7.997580321285141,6,166
45,No,Travel_Rarely,Research & Development,2,3,Medical,150,1,Sales Executive,Married,50980,3.0,14,1,8.0,4,2,0,2,1.0,4.0,2.0,3,3,6.46057786702365,12,0
52,No,Travel_Rarely,Research & Development,12,3,Medical,151,2,Research Scientist,Married,48780,2.0,11,1,31.0,3,5,1,4,4.0,4.0,1.0,3,3,6.891577420794288,14,4
42,No,Travel_Frequently,Sales,10,3,Marketing,152,2,Healthcare Representative,Divorced,28370,2.0,13,1,19.0,0,5,0,2,1.0,3.0,3.0,2,3,6.384019410977243,16,0
30,No,Travel_Rarely,Sales,25,3,Marketing,153,1,Sales Executive,Single,24060,2.0,20,1,11.0,5,5,0,2,3.0,4.0,3.0,3,4,6.763717090584559,19,3
60,No,Travel_Rarely,Research & Development,10,3,Life Sciences,154,1,Manufacturing Director,Married,22690,5.0,18,1,33.0,4,29,11,10,1.0,1.0,1.0,3,3,5.743501784917447,17,0
46,No,Travel_Rarely,Sales,19,4,Marketing,155,1,Sales Executive,Divorced,41080,2.0,14,0,19.0,5,10,0,8,3.0,3.0,2.0,2,3,7.243524096385542,12,22
42,No,Travel_Frequently,Research & Development,18,4,Technical Degree,156,4,Sales Executive,Married,132060,0.0,13,2,7.0,2,6,0,4,4.0,4.0,4.0,3,3,6.303784024988844,11,0
24,Yes,Travel_Rarely,Research & Development,27,2,Medical,157,1,Research Scientist,Single,104220,1.0,17,1,6.0,0,5,1,4,1.0,2.0,3.0,2,3,10.092957385095938,13,236
34,Yes,Travel_Frequently,Research & Development,5,3,Medical,158,2,Research Scientist,Divorced,137440,0.0,20,1,3.0,3,2,1,0,4.0,3.0,2.0,3,4,5.656244979919679,22,0
38,No,Travel_Frequently,Sales,3,3,Marketing,159,2,Sales Executive,Married,49070,1.0,11,1,1.0,3,1,0,0,4.0,4.0,3.0,3,3,8.177834672021419,12,228
40,No,Travel_Rarely,Sales,26,4,Marketing,160,1,Sales Executive,Married,34820,0.0,18,1,21.0,2,20,1,12,3.0,3.0,3.0,2,3,5.543419232485498,19,0
26,No,Travel_Rarely,Research & Development,3,2,Medical,161,4,Healthcare Representative,Divorced,24360,1.0,24,0,3.0,2,3,0,2,1.0,4.0,1.0,4,4,5.7267369477911645,22,0
30,No,Non-Travel,Research & Development,15,3,Medical,162,2,Sales Executive,Married,23800,4.0,18,3,9.0,2,5,1,4,3.0,4.0,1.0,2,3,7.429330655957162,15,83
29,No,Travel_Rarely,Research & Development,8,3,Medical,163,3,Manufacturing Director,Married,194310,1.0,11,0,10.0,3,10,0,7,2.0,3.0,3.0,3,3,6.973972556894243,7,0
29,Yes,Travel_Rarely,Research & Development,19,4,Life Sciences,164,3,Research Scientist,Married,17900,5.0,16,1,6.0,4,2,1,1,3.0,2.0,4.0,2,3,6.330712851405622,12,0
19,Yes,Travel_Rarely,Research & Development,4,3,Medical,165,1,Sales Executive,Single,76440,1.0,15,2,1.0,2,1,0,0,1.0,4.0,4.0,3,3,7.429799196787148,15,90
30,No,Non-Travel,Research & Development,2,4,Life Sciences,166,3,Research Scientist,Married,51310,0.0,15,1,10.0,2,9,7,8,3.0,1.0,3.0,3,3,6.448983712628291,10,0
57,No,Travel_Rarely,Research & Development,2,2,Life Sciences,167,4,Research Scientist,Divorced,63060,3.0,12,1,32.0,3,1,0,0,1.0,4.0,2.0,3,3,5.835846720214191,18,0
50,No,Travel_Rarely,Sales,10,4,Life Sciences,168,3,Manager,Married,47870,0.0,12,0,28.0,3,27,15,7,2.0,3.0,3.0,3,3,7.005148371262829,6,0
30,No,Non-Travel,Sales,10,2,Life Sciences,169,3,Laboratory Technician,Single,188800,0.0,22,1,12.0,3,11,6,7,3.0,4.0,2.0,3,4,6.059211289602856,9,0
60,No,Travel_Frequently,Research & Development,16,3,Life Sciences,170,4,Laboratory Technician,Married,23390,4.0,20,0,22.0,4,18,13,11,3.0,1.0,4.0,3,4,6.696197010263275,18,1
47,No,Travel_Rarely,Research & Development,1,3,Technical Degree,171,5,Manufacturing Director,Divorced,135700,5.0,16,2,20.0,2,5,0,4,1.0,4.0,3.0,2,3,7.2132150825524315,19,59
46,No,Travel_Rarely,Sales,4,1,Technical Degree,172,1,Laboratory Technician,Married,67120,6.0,21,1,26.0,3,3,0,1,1.0,3.0,1.0,2,4,6.613843150379295,7,0
35,No,Travel_Rarely,Research & Development,15,2,Medical,173,2,Laboratory Technician,Single,54060,0.0,12,1,6.0,2,5,4,3,4.0,3.0,3.0,3,3,6.0934404283801875,15,0
54,No,Travel_Rarely,Research & Development,2,4,Medical,174,2,Human Resources,Single,89380,7.0,11,3,19.0,2,1,0,0,3.0,3.0,3.0,3,3,7.405392681838465,8,31
34,No,Travel_Rarely,Sales,8,2,Life Sciences,175,1,Laboratory Technician,Divorced,24390,3.0,11,2,14.0,2,7,5,7,4.0,3.0,3.0,4,3,7.128977019187863,15,11
46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,176,1,Healthcare Representative,Married,88370,2.0,18,0,15.0,3,3,1,2,3.0,4.0,3.0,2,3,8.626556224899598,15,234
31,No,Travel_Rarely,Research & Development,7,3,Life Sciences,177,2,Research Director,Divorced,53430,1.0,14,1,13.0,3,13,0,8,3.0,2.0,4.0,3,3,6.045157295850068,13,0
33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,178,4,Research Director,Married,67280,7.0,22,0,15.0,2,7,7,7,2.0,3.0,4.0,2,4,7.966945560017849,15,227
33,Yes,Travel_Rarely,Sales,5,4,Marketing,179,2,Research Director,Divorced,66520,7.0,25,0,8.0,5,4,1,3,1.0,4.0,3.0,3,4,6.825259928603303,5,0
30,No,Travel_Rarely,Research & Development,2,3,Life Sciences,180,1,Sales Executive,Single,48500,0.0,12,1,4.0,4,3,1,2,4.0,2.0,3.0,3,3,6.266600847835787,8,0
35,No,Travel_Rarely,Research & Development,12,2,Medical,181,2,Sales Representative,Married,28090,4.0,23,1,10.0,2,8,0,0,4.0,3.0,3.0,1,4,8.626478134761268,7,242
31,Yes,Travel_Frequently,Research & Development,22,2,Medical,182,2,Sales Executive,Married,56890,3.0,15,2,12.0,2,1,0,0,1.0,3.0,3.0,2,3,6.032698572066042,21,0
34,Yes,Travel_Frequently,Sales,17,1,Marketing,183,1,Research Director,Divorced,20010,9.0,22,1,11.0,5,3,0,2,2.0,1.0,3.0,4,4,10.465665997322624,12,237
42,No,Travel_Frequently,Research & Development,2,4,Medical,184,1,Research Scientist,Married,29770,4.0,15,3,8.0,3,2,2,0,2.0,3.0,3.0,2,3,7.402867023650156,13,59
36,No,Non-Travel,Research & Development,3,4,Medical,185,1,Research Scientist,Single,40250,1.0,11,0,10.0,3,10,9,7,2.0,4.0,2.0,3,3,7.084090807675145,5,0
22,Yes,Travel_Frequently,Research & Development,7,3,Medical,186,2,Laboratory Technician,Single,37850,5.0,13,2,4.0,2,2,1,2,3.0,3.0,3.0,3,3,6.032679607318161,15,0
48,No,Travel_Rarely,Research & Development,6,3,Medical,187,1,Laboratory Technician,Married,108540,2.0,14,1,14.0,6,9,6,7,2.0,4.0,3.0,3,3,6.289530343596609,18,0
55,No,Travel_Rarely,Research & Development,1,3,Medical,188,1,Sales Executive,Single,120310,3.0,11,0,37.0,5,10,7,7,1.0,2.0,3.0,3,3,6.94558009817046,15,6
41,No,Non-Travel,Research & Development,3,2,Life Sciences,189,2,Research Scientist,Single,99360,7.0,17,1,16.0,2,14,1,10,4.0,4.0,3.0,2,3,5.719563810798751,19,0
35,No,Travel_Rarely,Research & Development,22,3,Medical,190,1,Sales Representative,Married,29660,9.0,18,0,15.0,2,11,6,9,2.0,3.0,3.0,2,3,5.628176037483266,16,0
40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,191,2,Laboratory Technician,Single,25710,7.0,14,0,22.0,1,20,5,13,2.0,3.0,3.0,3,3,7.154422132976349,5,3
39,No,Travel_Frequently,Research & Development,12,1,Medical,192,1,Research Scientist,Married,99910,1.0,16,1,8.0,3,8,0,7,3.0,3.0,3.0,3,3,6.8634672021419,7,0
31,No,Travel_Rarely,Research & Development,1,4,Life Sciences,193,3,Research Director,Single,61420,4.0,13,2,10.0,2,6,0,5,2.0,4.0,4.0,2,3,8.47946229361892,7,240
42,No,Travel_Rarely,Research & Development,5,3,Medical,194,3,Sales Executive,Married,53900,1.0,14,0,10.0,3,10,5,8,4.0,1.0,2.0,3,3,10.243352298081213,13,236
45,No,Travel_Rarely,Research & Development,2,1,Medical,195,4,Sales Executive,Married,44040,0.0,23,0,9.0,2,8,3,7,4.0,2.0,4.0,3,4,6.72580432842481,23,6
26,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,196,2,Laboratory Technician,Divorced,59930,0.0,12,0,8.0,3,7,1,0,3.0,3.0,2.0,3,3,9.0059437751004,5,244
29,No,Travel_Rarely,Research & Development,5,3,Medical,197,1,Research Scientist,Divorced,51300,4.0,11,0,8.0,3,3,1,2,4.0,4.0,4.0,2,3,6.769503569834895,21,2
33,No,Travel_Rarely,Research & Development,16,3,Medical,198,1,Laboratory Technician,Divorced,20900,4.0,16,0,10.0,2,6,0,5,1.0,3.0,3.0,3,3,7.164753458277555,8,3
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,199,1,Sales Executive,Divorced,29090,9.0,14,2,10.0,2,5,0,1,3.0,4.0,2.0,3,3,6.307388442659527,15,0
18,Yes,Travel_Frequently,Research & Development,2,3,Technical Degree,200,1,Sales Executive,Single,34680,1.0,18,2,0.0,4,0,0,0,2.0,2.0,3.0,4,3,8.933678045515396,8,241
40,No,Non-Travel,Research & Development,1,4,Technical Degree,201,2,Laboratory Technician,Divorced,30680,3.0,19,0,20.0,3,1,0,1,3.0,1.0,3.0,2,3,6.604520303435966,10,0
41,No,Non-Travel,Research & Development,23,3,Life Sciences,202,2,Manufacturing Director,Single,26700,2.0,15,2,10.0,2,8,0,7,1.0,3.0,3.0,2,3,8.583500669344042,19,230
26,No,Travel_Rarely,Research & Development,9,4,Medical,203,3,Healthcare Representative,Divorced,26930,5.0,17,3,8.0,3,0,0,0,1.0,3.0,3.0,2,3,5.532923917893798,20,0
35,No,Travel_Rarely,Research & Development,16,4,Medical,204,2,Human Resources,Single,95260,1.0,15,0,5.0,2,5,0,3,1.0,3.0,3.0,2,3,5.792482150825525,21,0
34,No,Travel_Rarely,Research & Development,26,3,Medical,205,1,Laboratory Technician,Single,52370,1.0,19,1,10.0,3,10,5,7,4.0,4.0,3.0,2,3,6.0973929049531455,12,0
26,Yes,Travel_Rarely,Sales,1,3,Marketing,206,2,Manufacturing Director,Single,24260,1.0,22,0,1.0,3,1,0,0,3.0,4.0,1.0,1,4,8.189085229808121,16,232
37,No,Travel_Rarely,Research & Development,8,1,Life Sciences,207,1,Sales Executive,Single,41930,4.0,16,1,12.0,5,6,1,2,2.0,4.0,4.0,3,3,7.122725345827756,9,8
46,No,Travel_Frequently,Research & Development,4,1,Medical,208,5,Human Resources,Married,29110,5.0,13,0,28.0,3,2,1,2,1.0,3.0,2.0,3,3,5.673618920124944,21,0
41,No,Travel_Rarely,Research & Development,24,1,Life Sciences,209,1,Research Director,Married,26610,7.0,14,1,22.0,2,18,11,8,2.0,1.0,3.0,3,3,7.396790495314591,10,45
37,No,Non-Travel,Research & Development,7,2,Medical,210,1,Sales Executive,Divorced,20280,1.0,16,1,9.0,3,9,7,7,1.0,2.0,3.0,3,3,7.265457385095939,8,15
52,No,Travel_Rarely,Sales,2,1,Medical,211,1,Laboratory Technician,Divorced,99800,2.0,11,1,18.0,2,10,6,9,4.0,1.0,3.0,3,3,8.893444890673807,5,244
32,Yes,Non-Travel,Research & Development,7,2,Life Sciences,212,2,Research Director,Married,32980,8.0,22,0,6.0,4,4,1,2,4.0,3.0,3.0,2,4,5.8006883087907175,8,0
24,No,Travel_Frequently,Sales,22,3,Life Sciences,213,1,Healthcare Representative,Married,29350,0.0,14,2,3.0,5,2,2,1,4.0,4.0,3.0,2,3,5.861314145470772,7,0
38,No,Travel_Rarely,Research & Development,5,3,Life Sciences,214,1,Research Scientist,Married,154270,3.0,16,1,18.0,2,1,0,0,3.0,3.0,3.0,3,3,5.778331102186524,10,0
37,No,Travel_Rarely,Research & Development,1,4,Technical Degree,215,5,Research Scientist,Married,39440,6.0,11,2,8.0,3,6,4,3,2.0,2.0,2.0,3,3,6.566608656849621,12,0
49,No,Travel_Rarely,Sales,21,1,Life Sciences,216,1,Sales Executive,Divorced,40110,1.0,18,2,31.0,2,31,0,9,4.0,3.0,3.0,1,3,10.43528558679161,8,241
24,No,Travel_Rarely,Sales,1,3,Marketing,217,1,Sales Executive,Married,34070,1.0,15,2,6.0,2,6,1,4,2.0,4.0,3.0,2,3,8.333743864346275,18,231
26,No,Travel_Rarely,Research & Development,19,4,Technical Degree,218,4,Sales Executive,Married,119940,1.0,14,1,6.0,6,5,1,4,1.0,2.0,4.0,3,3,7.175858991521642,7,7
24,No,Travel_Rarely,Sales,7,3,Medical,219,1,Laboratory Technician,Married,12320,1.0,12,0,1.0,4,1,0,0,4.0,2.0,3.0,1,3,6.357793395805444,17,0
50,No,Travel_Frequently,Sales,2,2,Marketing,220,1,Sales Executive,Married,29600,1.0,14,3,32.0,2,32,10,7,1.0,2.0,3.0,3,3,6.652788933511824,5,0
25,No,Travel_Rarely,Research & Development,2,3,Life Sciences,221,1,Research Scientist,Married,190940,1.0,16,0,7.0,3,7,0,6,2.0,3.0,3.0,2,3,6.754674252565819,22,7
24,Yes,Travel_Frequently,Research & Development,2,3,Medical,222,2,Research Scientist,Married,39190,1.0,21,0,6.0,3,6,1,2,1.0,3.0,3.0,3,4,10.695008924587237,3,246
30,Yes,Travel_Frequently,Research & Development,9,3,Other,223,2,Healthcare Representative,Married,68250,1.0,14,0,1.0,2,1,0,0,2.0,1.0,4.0,3,3,6.435712851405623,16,0
34,No,Travel_Rarely,Sales,6,2,Life Sciences,224,4,Research Director,Married,102480,1.0,12,1,6.0,4,6,1,3,2.0,4.0,3.0,3,3,8.262669567157518,18,231
31,Yes,Travel_Rarely,Research & Development,9,1,Medical,225,1,Sales Representative,Divorced,189470,2.0,12,2,9.0,2,3,1,2,2.0,1.0,1.0,2,3,6.4150401606425715,10,0
35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,226,5,Sales Executive,Single,24960,4.0,17,3,9.0,3,3,0,2,1.0,4.0,3.0,3,3,7.606242748772869,10,91
31,No,Travel_Rarely,Sales,1,3,Marketing,227,2,Sales Executive,Divorced,64650,4.0,17,0,13.0,3,7,5,7,1.0,4.0,4.0,3,3,5.930352521195895,15,0
27,No,Travel_Rarely,Sales,22,4,Medical,228,1,Sales Representative,Divorced,22060,0.0,14,1,6.0,4,5,0,3,1.0,3.0,2.0,3,3,7.571142347166443,10,77
37,No,Travel_Rarely,Sales,9,4,Marketing,229,2,Laboratory Technician,Married,20860,4.0,14,0,17.0,3,3,1,0,4.0,3.0,2.0,3,3,8.668834225792057,6,243
20,No,Travel_Rarely,Research & Development,17,4,Medical,230,1,Sales Representative,Single,22930,1.0,13,2,1.0,3,1,0,0,4.0,2.0,4.0,1,3,6.8905856760374835,7,0
42,No,Travel_Rarely,Research & Development,28,4,Life Sciences,231,2,Manufacturing Director,Married,26450,1.0,15,0,10.0,5,10,2,2,3.0,4.0,3.0,3,3,7.069645247657296,14,12
43,No,Travel_Rarely,Research & Development,10,5,Technical Degree,232,2,Sales Executive,Divorced,26830,4.0,11,0,21.0,3,1,0,0,2.0,4.0,2.0,3,3,8.546011825078091,4,242
38,No,Travel_Rarely,Human Resources,2,4,Medical,233,1,Human Resources,Single,20140,3.0,17,1,8.0,5,0,0,0,3.0,1.0,2.0,4,3,6.611214859437752,7,0
43,No,Travel_Frequently,Sales,4,3,Medical,234,2,Healthcare Representative,Divorced,34190,3.0,11,1,10.0,5,8,4,7,4.0,3.0,3.0,3,3,8.906508255243196,6,243
48,No,Travel_Rarely,Research & Development,8,1,Medical,235,2,Laboratory Technician,Married,53760,7.0,13,1,21.0,3,3,0,2,4.0,1.0,1.0,4,3,6.678438197233378,12,1
44,No,Travel_Rarely,Sales,29,4,Marketing,236,2,Sales Executive,Single,19510,4.0,22,3,10.0,4,2,0,2,1.0,3.0,4.0,4,4,6.138874386434628,21,0
34,No,Travel_Rarely,Research & Development,13,4,Life Sciences,237,1,Laboratory Technician,Divorced,23410,1.0,20,2,8.0,3,8,0,6,3.0,3.0,3.0,2,4,7.862148594377511,16,214
27,Yes,Travel_Rarely,Sales,27,3,Life Sciences,238,2,Research Scientist,Divorced,22930,0.0,18,0,5.0,0,4,0,2,3.0,1.0,3.0,3,3,6.22270972780009,10,0
21,No,Travel_Rarely,Sales,16,2,Life Sciences,239,3,Sales Executive,Single,87260,1.0,11,1,3.0,2,3,1,2,3.0,3.0,3.0,1,3,6.681176929941991,19,1
44,No,Travel_Rarely,Research & Development,2,2,Life Sciences,240,1,Laboratory Technician,Married,40110,4.0,14,1,26.0,2,2,0,1,4.0,4.0,4.0,3,3,8.061994645247658,18,227
22,No,Travel_Rarely,Research & Development,2,2,Medical,241,2,Laboratory Technician,Married,195450,0.0,14,0,3.0,3,2,2,2,1.0,3.0,3.0,2,3,5.5039223560910315,22,0
33,No,Travel_Rarely,Sales,13,4,Marketing,242,2,Manufacturing Director,Divorced,45680,0.0,18,1,6.0,2,5,1,2,3.0,3.0,3.0,3,3,6.87272646140116,14,2
32,No,Travel_Rarely,Research & Development,1,1,Life Sciences,243,1,Healthcare Representative,Married,30220,1.0,16,1,6.0,3,6,0,5,1.0,4.0,2.0,3,3,9.113620035698348,7,242
30,No,Travel_Frequently,Research & Development,4,5,Technical Degree,244,3,Manager,Divorced,57720,1.0,17,0,1.0,3,1,0,0,3.0,3.0,3.0,3,3,6.957549085229807,12,2
53,No,Travel_Rarely,Research & Development,24,3,Other,245,3,Manager,Single,22690,7.0,11,1,18.0,2,14,8,10,4.0,1.0,4.0,2,3,6.71378290941544,14,0
34,No,Travel_Rarely,Research & Development,1,5,Medical,246,1,Research Scientist,Married,53810,1.0,12,0,10.0,0,10,8,8,2.0,4.0,2.0,3,3,7.139743418116912,10,8
45,Yes,Travel_Frequently,Research & Development,19,4,Life Sciences,247,3,Research Director,Married,34410,2.0,13,1,5.0,5,1,0,0,1.0,1.0,3.0,3,3,6.9353324408746095,21,20
26,No,Travel_Rarely,Research & Development,7,2,Life Sciences,248,1,Manufacturing Director,Married,54540,1.0,13,1,3.0,5,3,0,2,3.0,4.0,3.0,4,3,9.76312695225346,5,244
37,No,Travel_Rarely,Research & Development,4,3,Medical,249,1,Manager,Married,98840,1.0,14,0,10.0,3,10,7,8,3.0,3.0,3.0,2,3,5.940423917893797,11,0
29,No,Travel_Rarely,Research & Development,2,3,Life Sciences,250,1,Healthcare Representative,Married,41570,1.0,17,3,6.0,2,6,1,2,2.0,3.0,2.0,3,3,6.400439535921462,15,0
35,No,Travel_Rarely,Research & Development,10,5,Medical,251,4,Laboratory Technician,Single,134580,1.0,11,0,17.0,3,17,11,8,2.0,4.0,3.0,3,3,6.33510151717983,12,0
33,No,Travel_Frequently,Research & Development,8,3,Technical Degree,252,2,Laboratory Technician,Divorced,90690,3.0,25,1,15.0,3,13,4,7,3.0,4.0,1.0,3,4,7.303647925033467,7,15
54,No,Travel_Rarely,Research & Development,5,2,Life Sciences,253,2,Sales Executive,Married,40140,2.0,19,1,16.0,4,9,7,1,3.0,2.0,4.0,2,3,5.867930611334225,21,0
36,No,Travel_Rarely,Research & Development,8,3,Life Sciences,254,2,Research Scientist,Divorced,59150,2.0,13,1,13.0,3,3,0,2,2.0,2.0,3.0,2,3,10.187155287817939,12,237
27,No,Travel_Rarely,Sales,9,3,Marketing,255,5,Research Director,Single,59930,0.0,14,1,5.0,3,4,1,1,1.0,4.0,3.0,1,3,6.468837572512271,19,0
20,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,256,5,Sales Representative,Single,61620,1.0,12,3,1.0,2,1,1,1,4.0,3.0,3.0,2,3,8.247884872824631,11,236
33,Yes,Travel_Frequently,Research & Development,15,4,Medical,257,1,Laboratory Technician,Single,24060,1.0,11,0,10.0,3,10,9,7,1.0,1.0,3.0,3,3,10.277305890227577,3,246
35,No,Non-Travel,Research & Development,2,1,Medical,258,1,Research Scientist,Married,187400,1.0,19,1,1.0,2,1,0,0,3.0,3.0,3.0,4,3,6.244544846050869,18,0
23,No,Travel_Rarely,Research & Development,2,3,Life Sciences,259,1,Healthcare Representative,Married,76370,2.0,11,1,5.0,3,3,0,2,1.0,1.0,4.0,3,3,6.662835787594824,15,0
25,No,Travel_Rarely,Research & Development,11,3,Medical,260,2,Manufacturing Director,Married,100960,0.0,11,1,4.0,3,3,1,2,4.0,2.0,3.0,3,3,7.434014948683624,8,35
38,No,Travel_Rarely,Research & Development,16,3,Life Sciences,261,5,Research Scientist,Single,147560,0.0,20,1,8.0,3,7,0,5,4.0,4.0,3.0,2,4,6.607641677822401,7,0
29,No,Travel_Frequently,Sales,2,4,Life Sciences,262,4,Healthcare Representative,Divorced,64990,1.0,18,3,10.0,3,10,2,8,2.0,4.0,3.0,2,3,7.178524096385542,20,58
48,No,Travel_Rarely,Research & Development,16,3,Technical Degree,263,1,Sales Executive,Married,97240,3.0,13,0,12.0,2,2,2,2,2.0,2.0,3.0,4,3,6.556758143685855,19,1
27,No,Travel_Frequently,Sales,4,3,Technical Degree,264,5,Laboratory Technician,Divorced,21940,1.0,12,0,6.0,5,6,0,4,4.0,4.0,3.0,3,3,8.350902498884427,15,234
37,No,Travel_Rarely,Research & Development,16,3,Life Sciences,265,3,Manager,Single,33880,3.0,11,0,4.0,2,1,0,0,4.0,4.0,3.0,4,3,6.994064033913431,20,25
50,No,Travel_Rarely,Sales,5,3,Medical,266,1,Laboratory Technician,Married,54730,1.0,19,1,20.0,2,20,3,8,4.0,3.0,3.0,4,3,9.009363007585899,3,246
34,No,Travel_Rarely,Research & Development,18,1,Medical,267,1,Healthcare Representative,Single,27030,1.0,21,1,9.0,2,8,7,7,4.0,2.0,4.0,3,4,6.355066934404283,17,0
24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,268,1,Healthcare Representative,Single,25010,9.0,12,0,4.0,3,2,2,0,1.0,3.0,3.0,1,3,7.271326416778224,8,13
39,No,Travel_Rarely,Research & Development,12,5,Medical,269,1,Sales Representative,Single,62200,1.0,14,2,20.0,2,20,11,10,4.0,3.0,3.0,3,3,6.281166889781348,16,0
32,No,Travel_Rarely,Research & Development,2,3,Life Sciences,270,5,Research Scientist,Single,30380,1.0,11,0,10.0,5,10,0,8,4.0,4.0,2.0,1,3,7.423312137438644,15,78
50,Yes,Travel_Frequently,Research & Development,4,2,Medical,271,4,Sales Representative,Married,44240,3.0,14,1,18.0,2,4,1,3,2.0,3.0,3.0,2,3,8.106145693886658,3,186
38,No,Travel_Rarely,Research & Development,9,4,Life Sciences,272,1,Sales Executive,Single,43120,0.0,12,1,10.0,2,9,1,8,2.0,4.0,2.0,2,3,6.704799196787148,16,0
27,No,Travel_Rarely,Research & Development,10,3,Medical,273,5,Research Scientist,Married,132450,1.0,23,1,9.0,3,9,0,7,3.0,1.0,3.0,2,4,6.039949799196787,18,0
32,No,Travel_Rarely,Sales,1,3,Medical,274,2,Sales Executive,Single,136640,3.0,14,0,10.0,6,7,7,7,3.0,4.0,3.0,3,3,7.327186523873271,19,98
47,No,Travel_Rarely,Research & Development,2,3,Medical,275,5,Sales Executive,Single,50210,2.0,17,0,20.0,3,7,1,7,4.0,1.0,3.0,3,3,6.231782686300759,18,0
40,No,Travel_Frequently,Research & Development,3,4,Medical,276,3,Human Resources,Married,51260,5.0,18,0,20.0,2,18,1,12,4.0,1.0,3.0,3,3,8.373831994645247,7,236
53,No,Travel_Rarely,Research & Development,7,1,Life Sciences,277,2,Laboratory Technician,Married,28590,3.0,18,1,32.0,2,5,1,3,3.0,3.0,3.0,3,3,6.240471887550201,19,0
41,No,Travel_Rarely,Sales,6,3,Medical,278,1,Sales Executive,Divorced,102390,3.0,24,3,23.0,3,21,12,6,2.0,4.0,2.0,3,4,7.029294957608211,22,40
60,No,Travel_Rarely,Research & Development,8,2,Life Sciences,279,5,Laboratory Technician,Single,53290,8.0,20,0,10.0,3,2,2,2,1.0,1.0,3.0,4,4,6.290203034359661,12,0
27,No,Travel_Frequently,Research & Development,29,1,Life Sciences,280,2,Manufacturing Director,Divorced,43250,1.0,14,0,9.0,2,9,1,7,4.0,1.0,2.0,2,3,6.991514948683624,12,4
41,No,Travel_Rarely,Research & Development,3,3,Medical,281,1,Manufacturing Director,Married,72600,1.0,16,0,22.0,2,22,2,10,4.0,3.0,3.0,3,3,5.77175702811245,16,0
50,No,Travel_Rarely,Sales,9,3,Life Sciences,282,2,Research Scientist,Married,23220,7.0,25,1,4.0,0,2,2,2,4.0,2.0,3.0,4,4,6.73407072735386,22,3
28,Yes,Travel_Rarely,Sales,2,4,Life Sciences,283,3,Research Scientist,Single,20750,7.0,18,3,10.0,0,7,3,7,1.0,2.0,3.0,2,3,7.447954038375725,20,145
36,No,Non-Travel,Research & Development,10,4,Technical Degree,284,2,Research Scientist,Married,41520,9.0,19,1,10.0,3,8,0,5,1.0,1.0,3.0,3,3,5.754217983043285,11,0
38,No,Travel_Rarely,Research & Development,1,3,Medical,285,3,Manager,Single,96190,4.0,13,1,10.0,2,1,0,0,3.0,3.0,4.0,3,3,9.025584560464077,20,229
44,No,Non-Travel,Research & Development,8,2,Life Sciences,286,1,Research Scientist,Single,135030,2.0,12,0,9.0,6,5,1,4,1.0,3.0,3.0,2,3,5.911942213297635,8,0
47,No,Travel_Frequently,Research & Development,27,3,Life Sciences,287,1,Research Scientist,Divorced,54410,9.0,22,1,28.0,6,22,11,13,4.0,3.0,2.0,2,4,7.638302097278001,20,199
